,指标,角色,问题,问题类型,跳转页面名称,跳转页面路径,主题,意图识别场景,意图识别场景流程,意图识别场景参数
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月预计的营收是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的销售金额目标是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的计划销售金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月预期的营收是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的销售收入目标是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的预计业绩是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",这个月的预计销售金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的计划销售总额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",这个月的营业额目标是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的预期销售收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的预计营业收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的销售收入计划是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",这个月的预期营收是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的计划卖出金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",这个月的销售计划额度是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的预计销售是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",这个月的预期销售金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的计划营业额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的预计销售收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的预期营业收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",这个月的计划销售是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的预期销售总额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的计划销售金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的预计销售金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",这个月的预期业绩是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的计划销售收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",这个月的预计销售总额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的预期卖出金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",这个月的计划销售总额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",本月的预计营业额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
36,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】",这个月的预期销售是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的销售额计划是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的总计划销售金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区预计的销售总额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的销售收入计划是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的预期营业额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的计划营收是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区预计要卖出的金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的销售目标是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的预期销售收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区计划的业绩是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的预计销售总额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的销售金额计划是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区预计的营业收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的预计销售是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的计划销售额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的销售目标额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区预计要卖多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的计划营业额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的预期销售额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区预计的营收是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的销售金额目标是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的计划销售金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区预期的营收是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的销售收入目标是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的预计业绩是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的预计销售金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的计划销售总额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的营业额目标是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的预期销售收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的预计营业收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的销售收入计划是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的预期营收是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的计划卖出金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的销售计划额度是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的预计销售是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的预期销售金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的计划营业额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的预计销售收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的预期营业收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的计划销售是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的预期销售总额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的计划销售金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的预计销售金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的预期业绩是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的计划销售收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的预计销售总额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的预期卖出金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的计划销售总额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",本月华南区的预计营业额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
37,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",这个月华南区的预期销售是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的销售额计划是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",这个月婴儿用品品类预期的销售金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的预计销售总额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",这个月婴儿用品品类计划的销售收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的预期营业额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",这个月婴儿用品品类的预计营收是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的销售目标是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",这个月婴儿用品品类预计的销售收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的计划销售是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",这个月婴儿用品品类的预期销售总额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的计划销售金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",这个月婴儿用品品类预计的销售额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的销售预测是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",这个月婴儿用品品类的预计销售是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的营业额目标是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",这个月婴儿用品品类的预期营业收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的计划营业额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",这个月婴儿用品品类的预计销售金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的预期销售额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的销售额目标是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的预计销售收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",这个月婴儿用品品类的预期销售收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的销售收入预计是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",这个月婴儿用品品类的销售目标金额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的预期销售是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",这个月婴儿用品品类预计的营业额是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的销售预期是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",这个月婴儿用品品类的预计销售额度是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的计划销售收入是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",本月婴儿用品品类的销售额计划值是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
38,计划销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",这个月婴儿用品品类的预计销售目标是多少？,指标类,计划达成追踪,/package-o/pages/plan/index,计划,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
